WOS ID,First Name,Country,Country Code,Gender,Gender Probability,Publication Year,Author Type,Publication
WOS:001138242700004,Mingming,China,CN,male,52.00%,2024,First,J ZHEJIANG UNIV-SC B
WOS:000813883300009,Victoria,United States of America,US,female,100.00%,2022,First,J ALZHEIMERS DIS
WOS:000269606300020,Katharyn,United States of America,US,female,100.00%,2009,First,J SURG RES
WOS:000354388000007,Gilles,France,FR,male,100.00%,2015,First,MOL CELL PROTEOMICS
WOS:000589944200022,Torben,Australia,AU,male,100.00%,2020,First,J PROTEOME RES
WOS:000831537700005,Jessica,Australia,AU,female,100.00%,2022,First,SCI TOTAL ENVIRON
WOS:000774159100001,Carl,Germany,DE,male,100.00%,2022,First,METABOLITES
WOS:000288225000015,Ruben,Spain,ES,male,99.00%,2011,First,IEEE ACM T COMPUT BI
WOS:000367044900006,Yan,China,CN,female,70.00%,2016,First,ANAL CHIM ACTA
WOS:000913882900001,Min,China,CN,female,55.00%,2023,First,FRONT IMMUNOL
WOS:000233774200016,Yan,United States of America,US,male,82.00%,2005,First,MOL CELL PROTEOMICS
WOS:000297892200018,YaoShen,Taiwan,TW,unknown,0.00%,2011,First,J MICROBIOL METH
WOS:000432759700010,Edson,Brazil,BR,male,100.00%,2018,First,J PROTEOMICS
WOS:000262171100034,Constantin,Germany,DE,male,100.00%,2009,First,J PROTEOME RES
WOS:000661205800004,Mehmet,Turkey,TR,male,98.00%,2021,First,MOL OMICS
WOS:000555459900009,Kwazikwakhe,South Africa,ZA,male,100.00%,2020,First,SCI REP-UK
WOS:000355061000030,Shao,China,CN,male,97.00%,2015,First,BIOCHEM BIOPH RES CO
WOS:000494035300017,Farsad,United States of America,US,male,100.00%,2019,First,JCI INSIGHT
WOS:000288393000007,Kemal,Turkey,TR,male,98.00%,2011,First,INT J MED SCI
WOS:000255393100010,Dallit,United States of America,US,unknown,0.00%,2008,First,STROKE
WOS:000484452500028,Faekah,Germany,DE,unknown,0.00%,2019,First,ANN RHEUM DIS
WOS:000259483300024,Johannes,Germany,DE,male,100.00%,2008,First,NEUROCHEM RES
WOS:000289693700001,Olgica,United States of America,US,female,100.00%,2011,First,PROTEOME SCI
WOS:000290015000006,Attila,Hungary,HU,male,100.00%,2011,First,CORONARY ARTERY DIS
WOS:000444725800012,Kosuke,Japan,JP,male,100.00%,2018,First,CANCER CHEMOTH PHARM
WOS:000398140400015,Aoi,Japan,JP,female,83.00%,2017,First,ANAL SCI
WOS:000477643600002,Fernanda,Brazil,BR,female,100.00%,2019,First,CLIN EPIDEMIOL
WOS:000969360700001,Ilmars,Latvia,LV,male,100.00%,2023,First,DIAGNOSTICS
WOS:000311422900001,Sem,Italy,IT,male,89.00%,2012,First,PROTEOME SCI
WOS:000282765000015,Eleonora,England,GB,female,100.00%,2010,First,MOL BIOSYST
WOS:000349656100012,Brooke,United States of America,US,female,100.00%,2015,First,CHEM RES TOXICOL
WOS:000398430700011,Na,United States of America,US,female,88.00%,2017,First,CLIN CHEM
WOS:000787941000001,Vanessa,Norway,NO,female,97.00%,2022,First,MOLECULES
WOS:000414724100016,Gloria,United States of America,US,female,100.00%,2017,First,J PROTEOME RES
WOS:000407988600017,Rick,United States of America,US,male,100.00%,2017,First,ANAL CHEM
WOS:000442236900032,Filip,Sweden,SE,male,100.00%,2018,First,J CLIN ENDOCR METAB
WOS:000245261600006,Elin,Sweden,SE,female,99.00%,2006,First,METABOLOMICS
WOS:000389046900018,Mindi,China,CN,female,100.00%,2016,First,PLOS ONE
WOS:000396073700065,Nay,Australia,AU,female,100.00%,2017,First,PLOS ONE
WOS:000529890200281,Ombretta,Italy,IT,female,99.00%,2020,First,INT J MOL SCI
WOS:000403510700050,Michelle,Australia,AU,female,100.00%,2017,First,FOOD CHEM
WOS:000386748500030,Katie,United States of America,US,female,100.00%,2016,First,J AM HEART ASSOC
WOS:000581548400016,Paulina,Chile,CL,female,100.00%,2020,First,ENDOCR METAB IMMUNE
WOS:000699774900001,Akito,Japan,JP,male,100.00%,2021,First,FRONT MOL BIOSCI
WOS:000943918200001,Li,China,CN,female,56.00%,2023,First,J PROTEOMICS
WOS:000181726100026,Jozsef,United States of America,US,male,100.00%,2003,First,GYNECOL ONCOL
WOS:000595463600001,Yinghua,China,CN,female,87.00%,2021,First,J DIABETES INVEST
WOS:001056343800001,Kanika,Australia,AU,female,100.00%,2023,First,ALZHEIMERS RES THER
WOS:000471657400010,Peter,Austria,AT,male,100.00%,2019,First,EUR J ENDOCRINOL
WOS:000353094400001,Mina,Netherlands,NL,female,95.00%,2015,First,BLOOD CELL MOL DIS
WOS:000285457500005,Charles,England,GB,male,100.00%,2010,First,COPD
WOS:001077085500001,Junjie,China,CN,male,100.00%,2023,First,EXP THER MED
WOS:000834203800001,Tianyu,China,CN,male,85.00%,2022,First,CLIN MED INSIGHTS-ON
WOS:000455659600004,Timo,Germany,DE,male,100.00%,2018,First,LIPIDS
WOS:000311422400001,Toon,Belgium,BE,male,99.00%,2012,First,PROTEOME SCI
WOS:001116749800001,Marcel,Germany,DE,male,100.00%,2023,First,CANCERS
WOS:000341519600074,Yan,China,CN,female,70.00%,2014,First,INT J MOL SCI
WOS:000687968400026,Josef,Germany,DE,male,100.00%,2021,First,GASTROENTEROLOGY
WOS:000796439300001,Sai,China,CN,male,82.00%,2022,First,FRONT CELL INFECT MI
WOS:000572410000008,Emily,England,GB,female,100.00%,2020,First,NEUROBIOL DIS
WOS:001020540300001,Yuanyuan,China,CN,female,90.00%,2023,First,ANALYST
WOS:001099242200001,Han,China,CN,male,58.00%,2023,First,BMC ANESTHESIOL
WOS:000642794700001,Tipparat,Thailand,TH,female,100.00%,2021,First,BIOMOLECULES
WOS:000248829700003,Osama,Saudi Arabia,SA,male,99.00%,2007,First,BIOMED CHROMATOGR
WOS:000685099100001,Xiaogang,China,CN,male,99.00%,2021,First,FRONT ENDOCRINOL
WOS:000916028200001,Yuming,China,CN,male,88.00%,2023,First,FRONT BIOENG BIOTECH
WOS:000560478900038,AiRu,Singapore,SG,unknown,0.00%,2020,First,SCI REP-UK
WOS:000333402200002,Bu,Australia,AU,male,100.00%,2014,First,J CLIN ENDOCR METAB
WOS:000544745100001,Binbin,China,CN,male,72.00%,2020,First,BIOMED CHROMATOGR
WOS:000263257300009,Ge,China,CN,male,78.00%,2008,First,CHINESE J CANCER RES
WOS:000539432800001,JiHyun,South Korea,KR,female,91.00%,2020,First,CLIN PROTEOM
WOS:000317155800002,Bryan,United States of America,US,male,100.00%,2013,First,CLIN BIOCHEM
WOS:000757343700001,PierreFrancois,Canada,CA,unknown,0.00%,2022,First,ANN NEUROL
WOS:000301907200036,Takuya,Japan,JP,male,100.00%,2012,First,NEPHROL DIAL TRANSPL
WOS:000830834400003,Xingxing,China,CN,male,60.00%,2022,First,EVID-BASED COMPL ALT
WOS:000447579400007,Jae,South Korea,KR,male,89.00%,2018,First,J CHROMATOGR B
WOS:000308538200004,Mehtab,Pakistan,PK,male,100.00%,2012,First,INT J PEPT RES THER
WOS:000942694600001,Xiang,China,CN,male,96.00%,2023,First,J CLIN ENDOCR METAB
WOS:000378865200035,Michael,Germany,DE,male,100.00%,2016,First,PLOS ONE
WOS:000238632300007,Svetlana,United States of America,US,female,100.00%,2006,First,NEUROBIOL DIS
WOS:000721615900011,Monika,Denmark,DK,female,99.00%,2021,First,EBIOMEDICINE
WOS:000280615200009,Koichiro,Japan,JP,male,100.00%,2010,First,PROTEOMICS
WOS:000837180600001,Alejandro,Spain,ES,male,99.00%,2022,First,FRONT MED-LAUSANNE
WOS:000507578300036,Ping,China,CN,female,58.00%,2020,First,ACS OMEGA
WOS:000468718900005,Guillaume,United States of America,US,male,100.00%,2019,First,VET MICROBIOL
WOS:000365645500024,Joel,England,GB,male,100.00%,2015,First,INT J ENV RES PUB HE
WOS:000187937000005,Yutaka,United States of America,US,male,100.00%,2003,First,J BIOMED BIOTECHNOL
WOS:000407455900038,Xiaoguang,United States of America,US,male,100.00%,2017,First,JOVE-J VIS EXP
WOS:001113463500001,Anuar,Germany,DE,male,100.00%,2023,First,CELL SYST
WOS:000608578800003,Michael,United States of America,US,male,100.00%,2020,First,SCI REP-UK
WOS:000393242700007,Jennifer,Australia,AU,female,100.00%,2017,First,ANAL CHIM ACTA
WOS:001007829000001,Maria,Spain,ES,female,99.00%,2023,First,TALANTA
WOS:000353659400080,Daniel,United States of America,US,male,100.00%,2015,First,PLOS ONE
WOS:000241053100029,Sheng,United States of America,US,male,61.00%,2006,First,J PROTEOME RES
WOS:000397508300001,Tim,Germany,DE,male,100.00%,2017,First,BMC BIOINFORMATICS
WOS:000681222600001,Oran,Israel,IL,male,99.00%,2022,First,CANCER REP-US
WOS:000260567000032,Peyton,United States of America,US,male,62.00%,2008,First,ANAL CHEM
WOS:000494483700025,Michelle,United States of America,US,female,100.00%,2019,First,ARTERIOSCL THROM VAS
WOS:000300171800005,Jamie,United States of America,US,female,61.00%,2011,First,J MAMMARY GLAND BIOL
WOS:000626301400001,Xin,China,CN,male,52.00%,2021,First,BIOMED CHROMATOGR
WOS:000279577000018,Gary,United States of America,US,male,100.00%,2010,First,MYCOLOGIA
WOS:000306356000003,Ruth,Switzerland,CH,female,100.00%,2012,First,SCI TRANSL MED
WOS:000355643300015,Joseph,Canada,CA,male,100.00%,2015,First,J NUTR
WOS:000354004700030,Xinyu,China,CN,female,96.00%,2015,First,J PROTEOME RES
WOS:000492744100004,Enedina,Brazil,BR,female,100.00%,2019,First,ARQ NEURO-PSIQUIAT
WOS:000351940700016,Mina,Netherlands,NL,female,95.00%,2015,First,J LIPID RES
WOS:000376830100006,Kyohei,Japan,JP,male,100.00%,2016,First,BIOL PHARM BULL
WOS:000773591400001,Serena,Italy,IT,female,99.00%,2022,First,LUPUS SCI MED
WOS:000869534100008,Jelver,Colombia,CO,unknown,0.00%,2022,First,FOOD RES INT
WOS:000286178900011,Emma,Ireland,IE,female,100.00%,2011,First,EUR J GASTROEN HEPAT
WOS:000456314500017,Larisa,Russia,RU,female,100.00%,2019,First,PEPTIDES
WOS:000280709700007,Isabel,England,GB,female,100.00%,2010,First,ELECTROPHORESIS
WOS:000268569900013,Lei,China,CN,male,69.00%,2009,First,ACTA OTO-LARYNGOL
WOS:000310651500011,Hongjun,China,CN,male,92.00%,2012,First,INT J MOL MED
WOS:000374439300003,Ulf,England,GB,male,100.00%,2016,First,BMC CARDIOVASC DISOR
WOS:000386547100019,Julie,France,FR,female,98.00%,2016,First,KIDNEY INT
WOS:000334426300002,Eduardo,Canada,CA,male,100.00%,2014,First,ACTA NEUROPATHOL
WOS:000241414200008,Gabor,Hungary,HU,male,100.00%,2006,First,PATHOL ONCOL RES
WOS:000310397200018,Mariska,Netherlands,NL,female,100.00%,2012,First,FEBS LETT
WOS:000836958900001,Xiaoyan,China,CN,female,94.00%,2022,First,FRONT ONCOL
WOS:000884317800008,Tiffany,United States of America,US,female,100.00%,2021,First,KIDNEY360
WOS:000449704100016,Natalia,Poland,PL,female,99.00%,2018,First,RSC ADV
WOS:000326320300017,Michael,United States of America,US,male,100.00%,2013,First,J PROTEOME RES
WOS:000439120000072,ChaoJung,Taiwan,TW,unknown,0.00%,2018,First,PLOS ONE
WOS:000785679000001,Joachim,Denmark,DK,male,100.00%,2022,First,J CROHNS COLITIS
WOS:000341296600030,Natasha,United States of America,US,female,100.00%,2014,First,J AM HEART ASSOC
WOS:000924363400001,Justin,United States of America,US,male,100.00%,2023,First,J INHERIT METAB DIS
WOS:000651837500010,Yang,China,CN,male,63.00%,2021,First,SCHIZOPHRENIA BULL
WOS:000749161700001,RueiNian,Taiwan,TW,unknown,0.00%,2023,First,INT J DIABETES DEV C
WOS:000295991900009,Xiaohui,China,CN,male,57.00%,2011,First,METABOLOMICS
WOS:000772253200033,Tristan,Switzerland,CH,male,98.00%,2022,First,CLIN NUTR ESPEN
WOS:000634747900001,Ulla,Denmark,DK,female,100.00%,2021,First,NORD J PSYCHIAT
WOS:000313277100023,Lusia,Canada,CA,female,100.00%,2012,First,MOL CELL PROTEOMICS
WOS:000182199800007,Zhao,China,CN,male,66.00%,2003,First,PROTEOMICS
WOS:000319571500001,Shilin,China,CN,male,92.00%,2013,First,EVID-BASED COMPL ALT
WOS:000997216700001,Yiqiu,China,CN,female,60.00%,2023,First,MEDCOMM
WOS:000501174700017,Yuchen,Japan,JP,unknown,0.00%,2019,First,METABOLITES
WOS:000688466600001,Yuqiong,China,CN,female,75.00%,2021,First,FRONT VET SCI
WOS:000530914200061,Huihui,China,CN,female,74.00%,2020,First,TRANSL CANCER RES
WOS:000244638400004,Sandeep,United States of America,US,male,100.00%,2007,First,J PROTEOME RES
WOS:000569560100002,Peter,Germany,DE,male,100.00%,2021,First,ARCH GYNECOL OBSTET
WOS:000245323200002,Dunja,Germany,DE,female,96.00%,2007,First,METABOLOMICS
WOS:000418943800017,Espen,Norway,NO,male,100.00%,2017,First,J AM HEART ASSOC
WOS:000351189000004,Cynthia,South Africa,ZA,female,100.00%,2015,First,J AM SOC HYPERTENS
WOS:000684426400061,Nattapon,Thailand,TH,male,97.00%,2021,First,PLOS ONE
WOS:001043659900001,Julie,Denmark,DK,female,100.00%,2023,First,J INVEST DERMATOL
WOS:000346963600018,Rohit,United States of America,US,male,100.00%,2015,First,J LIPID RES
WOS:000399300900002,Leigh,United States of America,US,female,93.00%,2017,First,BIOMED CHROMATOGR
WOS:000305259500009,Jia,China,CN,female,59.00%,2012,First,CHINESE MED J-PEKING
WOS:000295032100011,Cuong,Australia,AU,male,100.00%,2011,First,AM J CLIN NUTR
WOS:000424108800001,Lucas,Germany,DE,male,100.00%,2018,First,FRONT ENDOCRINOL
WOS:001020633400001,Sabrina,Germany,DE,female,98.00%,2023,First,FRONT PHARMACOL
WOS:001063447800001,Yutong,China,CN,female,98.00%,2023,First,J PROTEOME RES
WOS:000583838700013,Sergio,Brazil,BR,male,100.00%,2020,First,AGING-US
WOS:000257183900008,Jennifer,United States of America,US,female,100.00%,2008,First,PROTEOM CLIN APPL
WOS:001099652100001,Konstanze,Germany,DE,female,95.00%,2023,First,INT J MOL SCI
WOS:001124512600001,Xin,China,CN,male,52.00%,2023,First,PHENOMICS
WOS:000279367900009,Cristina,England,GB,female,100.00%,2010,First,BIOMED CHROMATOGR
WOS:000274342800010,Thang,Netherlands,NL,male,100.00%,2010,First,BIOINFORMATICS
WOS:000432478600043,Landry,United States of America,US,male,91.00%,2018,First,ANAL CHEM
WOS:000265763800018,Hiroki,Japan,JP,male,100.00%,2009,First,J CHROMATOGR B
WOS:000359514000012,Katharina,Germany,DE,female,99.00%,2015,First,BIOCHEM BIOPH RES CO
WOS:000465192800005,Shamkant,India,IN,male,100.00%,2019,First,J CHROMATOGR B
WOS:000263851900036,Radoslav,United States of America,US,male,99.00%,2009,First,CLIN CANCER RES
WOS:000395431400001,Xia,Japan,JP,female,81.00%,2017,First,SCI REP-UK
WOS:000505731300009,Hillary,United States of America,US,female,98.00%,2020,First,NAT PROTOC
WOS:000468199000010,Naomi,England,GB,female,100.00%,2019,First,ANN CLIN BIOCHEM
WOS:000494460200001,Xiao,China,CN,female,52.00%,2019,First,FRONT PHARMACOL
WOS:000265745300013,Gurudutt,United States of America,US,male,100.00%,2009,First,J PROTEOME RES
WOS:000355702900067,Sapna,India,IN,female,100.00%,2015,First,RSC ADV
WOS:000697186000010,ShengHan,Taiwan,TW,unknown,0.00%,2021,First,PLOS ONE
WOS:000358734800067,Qun,China,CN,female,56.00%,2015,First,RSC ADV
WOS:000505846100001,Lin,China,CN,female,53.00%,2020,First,ANAT REC
WOS:000451491300011,Siming,China,CN,male,75.00%,2018,First,CLIN CHIM ACTA
WOS:000428027400012,Jaison,United States of America,US,male,100.00%,2018,First,CIRCULATION
WOS:000547136100008,Kamala,United States of America,US,female,100.00%,2020,First,J IMMUNOL
WOS:000305347400060,Annelies,Belgium,BE,female,100.00%,2012,First,PLOS ONE
WOS:000746680800001,Monica,United States of America,US,female,100.00%,2022,First,J AM SOC MASS SPECTR
WOS:000344636500029,Ehwang,United States of America,US,unknown,0.00%,2014,First,J PROTEOME RES
WOS:000991077200001,Paige,United States of America,US,female,100.00%,2023,First,ANAL BIOCHEM
WOS:000563754500001,Felix,England,GB,male,100.00%,2021,First,ENVIRON GEOCHEM HLTH
WOS:000441129500001,Lancia,United States of America,US,female,75.00%,2018,First,PROTEOME SCI
WOS:000894768000001,Duo,China,CN,male,68.00%,2022,First,BIOMOLECULES
WOS:000334970700030,Oivind,Norway,NO,male,100.00%,2014,First,J NUTR
WOS:000621416700023,Fatima,France,FR,female,99.00%,2021,First,SPECTROCHIM ACTA A
WOS:000271221500001,Matthias,Austria,AT,male,100.00%,2009,First,LC GC EUR
WOS:000419331800010,Agnieszka,Germany,DE,female,99.00%,2018,First,ARTIF ORGANS
WOS:000356796000015,Monica,Spain,ES,female,99.00%,2015,First,ANAL BIOANAL CHEM
WOS:000905443200001,Tomasz,Poland,PL,male,100.00%,2023,First,STEM CELL REV REP
WOS:000573434900003,Francisco,Spain,ES,male,99.00%,2020,First,J PHARMACEUT BIOMED
WOS:000714642900015,Qingling,United States of America,US,female,100.00%,2021,First,J AM SOC MASS SPECTR
WOS:000444801300030,Blerina,England,GB,female,100.00%,2018,First,SCI REP-UK
WOS:000275828100001,Charlotte,Netherlands,NL,female,100.00%,2010,First,LABORATORIUMSMEDIZIN
WOS:000580646800001,Jing,China,CN,female,79.00%,2020,First,NEUROPSYCH DIS TREAT
WOS:000463679700001,Mahmoud,Egypt,EG,male,100.00%,2019,First,FRONT MOL BIOSCI
WOS:000390585900010,Panthip,Thailand,TH,female,95.00%,2016,First,ASIAN BIOMED
WOS:000489100500047,Sora,South Korea,KR,female,98.00%,2019,First,INT J MOL SCI
WOS:000747486800001,Abul,Japan,JP,unknown,0.00%,2021,First,BRAIN SCI
WOS:000675839300031,Hai,North Korea,KP,unknown,0.00%,2021,First,SCI REP-UK
WOS:000558978300001,Karen,Mexico,MX,female,100.00%,2020,First,BIOMED CHROMATOGR
WOS:000238108100008,Samuel,United States of America,US,male,100.00%,2006,First,LIFE SCI
WOS:000419749800047,Patrick,Germany,DE,male,100.00%,2018,First,J PROTEOME RES
WOS:000377594100054,Lijun,China,CN,male,53.00%,2016,First,INT J CLIN EXP PATHO
WOS:000304712800009,Ryota,Japan,JP,male,100.00%,2012,First,ALCOHOL CLIN EXP RES
WOS:000272454800029,Joerg,United States of America,US,male,100.00%,2009,First,EUR HEART J
WOS:000740944700034,Gcinokwakhe,South Africa,ZA,unknown,0.00%,2021,First,SCI AFR
WOS:000760303500001,Marcin,Germany,DE,male,100.00%,2022,First,LIVER INT
WOS:000538943100016,Enea,Italy,IT,male,94.00%,2020,First,J PROTEOMICS
WOS:000281687300022,Nancy,United States of America,US,female,100.00%,2010,First,PLOS ONE
WOS:000307086500012,YiTing,Taiwan,TW,female,100.00%,2012,First,J PROTEOMICS
WOS:000283559600007,Judith,United States of America,US,female,100.00%,2010,First,PLOS NEGLECT TROP D
WOS:000892370600017,Yi,China,CN,male,73.00%,2022,First,NEUROLOGY
WOS:000918436600001,Junyin,China,CN,male,100.00%,2023,First,FRONT MED-LAUSANNE
WOS:000468708200044,Fedra,Spain,ES,female,100.00%,2019,First,BBA-MOL BASIS DIS
WOS:000331369000003,SunHo,South Korea,KR,male,96.00%,2014,First,MOL CELL PROTEOMICS
WOS:000564220800001,Michalis,Greece,GR,male,99.00%,2020,First,METABOLITES
WOS:000328569500001,Asilah,Sweden,SE,unknown,0.00%,2014,First,ANAL CHIM ACTA
WOS:000360950000021,Morse,United States of America,US,male,100.00%,2015,First,J CHROMATOGR B
WOS:000601698200001,Mari,Japan,JP,female,99.00%,2020,First,SEPARATIONS
WOS:000357267700025,TsungHeng,United States of America,US,unknown,0.00%,2015,First,PROTEOMICS
WOS:000493291000001,Alessandra,Germany,DE,female,99.00%,2019,First,J ONCOL
WOS:000782183700001,Margaret,Australia,AU,female,100.00%,2022,First,FRONT NUTR
WOS:001023880400001,Lulu,China,CN,female,97.00%,2023,First,NEUROPSYCH DIS TREAT
WOS:000268861600019,Eric,Germany,DE,male,100.00%,2009,First,CLIN CANCER RES
WOS:000453665600001,Joseph,United States of America,US,male,100.00%,2018,First,FRONT AGING NEUROSCI
WOS:000439491200004,Marta,Poland,PL,female,98.00%,2018,First,J TRANSL MED
WOS:000246858600005,Randall,United States of America,US,male,100.00%,2007,First,J AM SOC MASS SPECTR
WOS:000747233200001,Aleksandra,Poland,PL,female,99.00%,2022,First,J CLIN MED
WOS:000344778700017,Zac,Australia,AU,male,100.00%,2014,First,CLIN CHEM
WOS:000626877900007,Ayako,Japan,JP,female,99.00%,2021,First,J PROTEOME RES
WOS:000552474500001,Franscois,England,GB,unknown,0.00%,2021,First,JPEN-PARENTER ENTER
WOS:000373082400001,ChunJen,Taiwan,TW,male,100.00%,2016,First,DIS MARKERS
WOS:000443401600010,Melissa,United States of America,US,female,100.00%,2018,First,GENET MED
WOS:000538047400011,Mariia,Italy,IT,female,91.00%,2020,First,VIRCHOWS ARCH
WOS:000294557800015,Tania,Italy,IT,female,99.00%,2011,First,MOL BIOSYST
WOS:000799165800006,Jing,China,CN,female,79.00%,2022,First,CLIN CHIM ACTA
WOS:000445312000003,Juergen,Germany,DE,male,100.00%,2018,First,BBA-MOL BASIS DIS
WOS:000747035700001,Santiago,United States of America,US,male,100.00%,2022,First,INT J MOL SCI
WOS:000243611400005,HuiLung,Taiwan,TW,male,100.00%,2007,First,ONCOL REP
WOS:000355213600009,Glynis,Switzerland,CH,female,100.00%,2015,First,CLIN BIOCHEM
WOS:000331164100071,Liam,Netherlands,NL,male,99.00%,2014,First,J PROTEOME RES
WOS:000452419200007,Kara,Belgium,BE,female,61.00%,2018,First,FUTURE MICROBIOL
WOS:000460896000006,Stephanie,Sweden,SE,female,100.00%,2019,First,CELLS-BASEL
WOS:000484783400019,Siti,Malaysia,MY,female,100.00%,2019,First,INT J INTEGR ENG
WOS:000434367400008,Dominic,England,GB,male,100.00%,2018,First,J PROTEOME RES
WOS:000465868800068,Lili,China,CN,female,97.00%,2019,First,MOL MED REP
WOS:000271635500001,Shikha,India,IN,female,100.00%,2009,First,PROTEOME SCI
WOS:000865213800001,Lourdes,Spain,ES,female,99.00%,2022,First,BRIT J CANCER
WOS:000423007800018,Simone,Italy,IT,male,61.00%,2017,First,INT J BIOCHEM CELL B
WOS:000250683900036,Reiko,Japan,JP,female,99.00%,2007,First,NEPHROL DIAL TRANSPL
WOS:000248810100004,Ru,United States of America,US,female,80.00%,2007,First,MOL CELL PROTEOMICS
WOS:000954309700001,Silvia,Spain,ES,female,99.00%,2023,First,FRONT IMMUNOL
WOS:000582382800009,Marion,France,FR,female,97.00%,2020,First,NEUROLOGY
WOS:000271727000007,Brian,United States of America,US,male,100.00%,2009,First,AQUAT TOXICOL
WOS:000313391100005,Julian,England,GB,male,100.00%,2012,First,J PROTEOMICS
WOS:000672614200016,Rosa,Spain,ES,female,99.00%,2021,First,SCI REP-UK
WOS:000241473700004,YuChang,Taiwan,TW,male,100.00%,2006,First,ANAL CHIM ACTA
WOS:000448776200020,Ulf,Sweden,SE,male,99.00%,2018,First,CLIN CHEM LAB MED
WOS:000320353200013,Gunnar,Sweden,SE,male,100.00%,2013,First,BRAIN RES
WOS:000431726700023,Tue,United States of America,US,male,100.00%,2018,First,J PROTEOME RES
WOS:000339615200054,Kari,Finland,FI,female,79.00%,2014,First,PLOS ONE
WOS:000313535900031,Eric,France,FR,male,99.00%,2012,First,J PROTEOMICS
WOS:000265031000010,Ruyi,China,CN,female,65.00%,2009,First,CLIN CHEM LAB MED
WOS:000569851000001,Verena,Germany,DE,female,98.00%,2020,First,FRONT VET SCI
WOS:000698384900003,Anja,Germany,DE,female,99.00%,2021,First,BMC OPHTHALMOL
WOS:000334509800007,Carlos,Spain,ES,male,99.00%,2014,First,METABOLOMICS
WOS:000463593300004,Xu,United States of America,US,male,100.00%,2019,First,ANAL BIOANAL CHEM
WOS:000317341500018,Ruth,Switzerland,CH,female,100.00%,2013,First,MOL CELL PROTEOMICS
WOS:000417666100019,Xiaorui,China,CN,male,63.00%,2018,First,J ETHNOPHARMACOL
WOS:000496486500001,Haroon,Germany,DE,male,100.00%,2019,First,J TRANSL MED
WOS:000264482500003,Horst,Germany,DE,male,99.00%,2009,First,INT ARCH OCC ENV HEA
WOS:000278863700003,Ying,China,CN,female,87.00%,2010,First,CHEM RES TOXICOL
WOS:000366112300013,Andrew,Canada,CA,male,100.00%,2015,First,GENOME
WOS:000271709300009,Jinghui,China,CN,male,55.00%,2009,First,CANCER SCI
WOS:000598536300008,Leigh,United States of America,US,female,93.00%,2020,First,BIOANALYSIS
WOS:000947230800001,Iku,Japan,JP,female,65.00%,2023,First,INT J MOL SCI
WOS:000305374900005,Noriyoshi,Japan,JP,male,98.00%,2012,First,MOL ONCOL
WOS:000696501000005,Henghui,Canada,CA,unknown,0.00%,2021,First,J PROTEOMICS
WOS:000518876700004,Nicolas,Belgium,BE,male,100.00%,2020,First,J PROTEOME RES
WOS:000900891700001,HansOtto,Norway,NO,unknown,0.00%,2022,First,INT J MOL SCI
WOS:000253820400011,Kazuhito,Japan,JP,male,100.00%,2008,First,ANN CLIN BIOCHEM
WOS:000580913400001,Pernilla,Finland,FI,female,100.00%,2020,First,VET PATHOL
WOS:000380171800008,Adriana,Poland,PL,female,98.00%,2016,First,LIPIDS
WOS:000640384000007,Kai,China,CN,male,95.00%,2021,First,J CHROMATOGR B
WOS:000231184200016,Fernando,Spain,ES,male,99.00%,2005,First,J PROTEOME RES
WOS:000328882000170,Jannie,Denmark,DK,female,100.00%,2013,First,PLOS ONE
WOS:000366901300003,Ana,Brazil,BR,female,100.00%,2015,First,BMC CANCER
WOS:000349522400004,Shuang,China,CN,female,68.00%,2015,First,CHINESE MED J-PEKING
WOS:000785202600001,Hilal,United States of America,US,male,75.00%,2022,First,BIOMOLECULES
WOS:000331164100060,Shozo,Japan,JP,male,100.00%,2014,First,J PROTEOME RES
WOS:000227745800009,Nathalie,France,FR,female,99.00%,2005,First,J BACTERIOL
WOS:000788154400006,Yuanfeng,China,CN,male,93.00%,2022,First,J CHROMATOGR B
WOS:000689381900001,ChihChin,Taiwan,TW,unknown,0.00%,2021,First,J PERS MED
WOS:000632481700001,Ashish,India,IN,male,100.00%,2021,First,J INFLAMM RES
WOS:000766985700001,Weiwei,China,CN,female,65.00%,2022,First,FRONT MOL BIOSCI
WOS:000819034900006,Paola,United States of America,US,female,100.00%,2022,First,J APPL LAB MED
WOS:000526413100020,Jana,Belgium,BE,female,99.00%,2020,First,NEUROCHEM RES
WOS:000288854000008,Emily,United States of America,US,female,100.00%,2011,First,CLIN CHEM
WOS:000426398600007,Alberto,Italy,IT,male,100.00%,2018,First,J INHERIT METAB DIS
WOS:000580831700001,Zeng,Belgium,BE,male,100.00%,2020,First,VACCINES-BASEL
WOS:000318589000003,Bingyun,United States of America,US,unknown,0.00%,2013,First,J PROTEOME RES
WOS:000395726200015,Aoife,Ireland,IE,female,100.00%,2017,First,J PROTEOME RES
WOS:000280335300006,Stefan,Germany,DE,male,100.00%,2010,First,CANCER BIOMARK
WOS:000353526300006,Takahiro,Japan,JP,male,100.00%,2015,First,BIOORG MED CHEM LETT
WOS:000426144800079,Oscar,Spain,ES,male,99.00%,2018,First,ONCOL LETT
WOS:000688410500003,Go,South Korea,KR,male,52.00%,2021,First,J STEROID BIOCHEM
WOS:000280007400007,Patrick,United States of America,US,male,100.00%,2010,First,PERS MED
WOS:000331725400004,Jing,China,CN,female,79.00%,2014,First,TOXICOL LETT
WOS:000255680200009,Lewen,China,CN,female,50.00%,2008,First,METABOLOMICS
